Gender,Height (cm),Weight (Kg),Age (Year),"Index : 0 - Extremely Weak, 1 - Weak, 2 - Normal, 3 - Overweight, 4 - Obesity, 5 - Extreme Obesity",Calories Burned (kcal),Carbohydrate (g),Fiber (g),Protein (g),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (mcg),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg)
Male,165,155,26,5,3402,130,38,124,3000,90,200,15,120,1000,8,400,700
Male,165,155,27,5,3394,130,38,124,3000,90,200,15,120,1000,8,400,700
Male,165,155,28,5,3386,130,38,124,3000,90,200,15,120,1000,8,400,700
Male,165,155,29,5,3378,130,38,124,3000,90,200,15,120,1000,8,400,700
Male,165,155,30,5,3369,130,38,124,3000,90,200,15,120,1000,8,400,700
Male,165,155,31,5,3361,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,32,5,3353,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,33,5,3345,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,34,5,3337,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,35,5,3329,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,36,5,3321,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,37,5,3313,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,38,5,3305,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,39,5,3296,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,40,5,3288,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,41,5,3280,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,42,5,3272,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,43,5,3264,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,44,5,3256,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,45,5,3248,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,46,5,3240,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,47,5,3231,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,48,5,3223,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,49,5,3215,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,50,5,3207,130,38,124,3000,90,200,15,120,1000,8,420,700
Male,165,155,51,5,3199,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,52,5,3191,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,53,5,3183,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,54,5,3175,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,55,5,3167,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,56,5,3158,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,57,5,3150,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,58,5,3142,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,59,5,3134,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,60,5,3126,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,61,5,3118,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,62,5,3110,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,63,5,3102,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,64,5,3094,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,65,5,3085,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,66,5,3077,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,67,5,3069,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,68,5,3061,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,69,5,3053,130,30,124,3000,90,400,15,120,1200,8,420,700
Male,165,155,70,5,3045,130,30,124,3000,90,600,15,120,1200,8,420,700
Female,165,155,12,5,2869,130,31,124,2000,45,200,11,60,1300,8,240,1250
Female,165,155,13,5,2864,130,31,124,2000,45,200,11,60,1300,8,240,1250
Female,165,155,14,5,2858,130,26,124,2333,65,200,15,75,1300,15,360,1250
Female,165,155,15,5,2852,130,26,124,2333,65,200,15,75,1300,15,360,1250
Female,165,155,16,5,2847,130,26,124,2333,65,200,15,75,1300,15,360,1250
Female,165,155,17,5,2841,130,26,124,2333,65,200,15,75,1300,15,360,1250
Female,165,155,18,5,2835,130,26,124,2333,65,200,15,75,1300,15,360,1250
Female,165,155,19,5,2830,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,20,5,2824,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,21,5,2818,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,22,5,2813,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,23,5,2807,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,24,5,2801,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,25,5,2796,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,26,5,2790,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,27,5,2785,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,28,5,2779,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,29,5,2773,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,30,5,2768,130,25,124,2333,75,200,15,90,1000,18,310,700
Female,165,155,31,5,2762,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,32,5,2756,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,33,5,2751,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,34,5,2745,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,35,5,2739,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,36,5,2734,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,37,5,2728,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,38,5,2723,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,39,5,2717,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,40,5,2711,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,41,5,2706,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,42,5,2700,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,43,5,2694,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,44,5,2689,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,45,5,2683,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,46,5,2677,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,47,5,2672,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,48,5,2666,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,49,5,2660,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,50,5,2655,130,25,124,2333,75,200,15,90,1000,18,320,700
Female,165,155,51,5,2649,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,52,5,2644,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,53,5,2638,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,54,5,2632,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,55,5,2627,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,56,5,2621,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,57,5,2615,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,58,5,2610,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,59,5,2604,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,60,5,2598,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,61,5,2593,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,62,5,2587,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,63,5,2582,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,64,5,2576,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,65,5,2570,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,66,5,2565,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,67,5,2559,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,68,5,2553,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,69,5,2548,130,21,124,2333,75,400,15,90,1200,8,320,700
Female,165,155,70,5,2542,130,21,124,2333,75,600,15,90,1200,8,320,700
Male,174,65,12,2,2093,130,26,52,2000,45,200,11,60,1300,8,240,1250
Male,174,65,13,2,2085,130,26,52,2000,45,200,11,60,1300,8,240,1250
Male,174,65,14,2,2077,130,38,52,3000,75,200,15,75,1300,11,410,1250
Male,174,65,15,2,2069,130,38,52,3000,75,200,15,75,1300,11,410,1250
Male,174,65,16,2,2061,130,38,52,3000,75,200,15,75,1300,11,410,1250
Male,174,65,17,2,2052,130,38,52,3000,75,200,15,75,1300,11,410,1250
Male,174,65,18,2,2044,130,38,52,3000,75,200,15,75,1300,11,410,1250
Male,174,65,19,2,2036,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,20,2,2028,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,21,2,2020,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,22,2,2012,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,23,2,2004,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,24,2,1996,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,25,2,1988,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,26,2,1979,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,27,2,1971,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,28,2,1963,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,29,2,1955,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,30,2,1947,130,38,52,3000,90,200,15,120,1000,8,400,700
Male,174,65,31,2,1939,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,32,2,1931,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,33,2,1923,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,34,2,1915,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,35,2,1906,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,36,2,1898,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,37,2,1890,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,38,2,1882,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,39,2,1874,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,40,2,1866,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,41,2,1858,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,42,2,1850,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,43,2,1842,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,44,2,1833,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,45,2,1825,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,46,2,1817,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,47,2,1809,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,48,2,1801,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,49,2,1793,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,50,2,1785,130,38,52,3000,90,200,15,120,1000,8,420,700
Male,174,65,51,2,1777,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,52,2,1769,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,53,2,1760,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,54,2,1752,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,55,2,1744,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,56,2,1736,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,57,2,1728,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,58,2,1720,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,59,2,1712,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,60,2,1704,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,61,2,1695,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,62,2,1687,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,63,2,1679,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,64,2,1671,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,65,2,1663,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,66,2,1655,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,67,2,1647,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,68,2,1639,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,69,2,1631,130,30,52,3000,90,400,15,120,1200,8,420,700
Male,174,65,70,2,1622,130,30,52,3000,90,600,15,120,1200,8,420,700
Female,174,65,12,2,1853,130,31,52,2000,45,200,11,60,1300,8,240,1250
Female,174,65,13,2,1848,130,31,52,2000,45,200,11,60,1300,8,240,1250
Female,174,65,14,2,1842,130,26,52,2333,65,200,15,75,1300,15,360,1250
Female,174,65,15,2,1836,130,26,52,2333,65,200,15,75,1300,15,360,1250
Female,174,65,16,2,1831,130,26,52,2333,65,200,15,75,1300,15,360,1250
Female,174,65,17,2,1825,130,26,52,2333,65,200,15,75,1300,15,360,1250
Female,174,65,18,2,1819,130,26,52,2333,65,200,15,75,1300,15,360,1250
Female,174,65,19,2,1814,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,20,2,1808,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,21,2,1802,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,22,2,1797,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,23,2,1791,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,24,2,1786,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,25,2,1780,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,26,2,1774,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,27,2,1769,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,28,2,1763,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,29,2,1757,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,30,2,1752,130,25,52,2333,75,200,15,90,1000,18,310,700
Female,174,65,31,2,1746,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,32,2,1740,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,33,2,1735,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,34,2,1729,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,35,2,1724,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,36,2,1718,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,37,2,1712,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,38,2,1707,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,39,2,1701,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,40,2,1695,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,41,2,1690,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,42,2,1684,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,43,2,1678,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,44,2,1673,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,45,2,1667,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,46,2,1661,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,47,2,1656,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,48,2,1650,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,49,2,1645,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,50,2,1639,130,25,52,2333,75,200,15,90,1000,18,320,700
Female,174,65,51,2,1633,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,52,2,1628,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,53,2,1622,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,54,2,1616,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,55,2,1611,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,56,2,1605,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,57,2,1599,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,58,2,1594,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,59,2,1588,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,60,2,1583,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,61,2,1577,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,62,2,1571,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,63,2,1566,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,64,2,1560,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,65,2,1554,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,66,2,1549,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,67,2,1543,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,68,2,1537,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,69,2,1532,130,21,52,2333,75,400,15,90,1200,8,320,700
Female,174,65,70,2,1526,130,21,52,2333,75,600,15,90,1200,8,320,700
Male,146,110,12,5,2663,130,26,88,2000,45,200,11,60,1300,8,240,1250
Male,146,110,13,5,2655,130,26,88,2000,45,200,11,60,1300,8,240,1250
Male,146,110,14,5,2647,130,38,88,3000,75,200,15,75,1300,11,410,1250
Male,146,110,15,5,2639,130,38,88,3000,75,200,15,75,1300,11,410,1250
Male,146,110,16,5,2631,130,38,88,3000,75,200,15,75,1300,11,410,1250
Male,146,110,17,5,2623,130,38,88,3000,75,200,15,75,1300,11,410,1250
Male,146,110,18,5,2614,130,38,88,3000,75,200,15,75,1300,11,410,1250
Male,146,110,19,5,2606,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,20,5,2598,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,21,5,2590,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,22,5,2582,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,23,5,2574,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,24,5,2566,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,25,5,2558,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,26,5,2550,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,27,5,2541,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,28,5,2533,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,29,5,2525,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,30,5,2517,130,38,88,3000,90,200,15,120,1000,8,400,700
Male,146,110,31,5,2509,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,32,5,2501,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,33,5,2493,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,34,5,2485,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,35,5,2477,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,36,5,2468,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,37,5,2460,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,38,5,2452,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,39,5,2444,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,40,5,2436,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,41,5,2428,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,42,5,2420,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,43,5,2412,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,44,5,2404,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,45,5,2395,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,46,5,2387,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,47,5,2379,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,48,5,2371,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,49,5,2363,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,50,5,2355,130,38,88,3000,90,200,15,120,1000,8,420,700
Male,146,110,51,5,2347,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,52,5,2339,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,53,5,2331,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,54,5,2322,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,55,5,2314,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,56,5,2306,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,57,5,2298,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,58,5,2290,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,59,5,2282,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,60,5,2274,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,61,5,2266,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,62,5,2257,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,63,5,2249,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,64,5,2241,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,65,5,2233,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,66,5,2225,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,67,5,2217,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,68,5,2209,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,69,5,2201,130,30,88,3000,90,400,15,120,1200,8,420,700
Male,146,110,70,5,2193,130,30,88,3000,90,600,15,120,1200,8,420,700
Female,146,110,12,5,2309,130,31,88,2000,45,200,11,60,1300,8,240,1250
Female,146,110,13,5,2303,130,31,88,2000,45,200,11,60,1300,8,240,1250
Female,146,110,14,5,2298,130,26,88,2333,65,200,15,75,1300,15,360,1250
Female,146,110,15,5,2292,130,26,88,2333,65,200,15,75,1300,15,360,1250
Female,146,110,16,5,2286,130,26,88,2333,65,200,15,75,1300,15,360,1250
Female,146,110,17,5,2281,130,26,88,2333,65,200,15,75,1300,15,360,1250
Female,146,110,18,5,2275,130,26,88,2333,65,200,15,75,1300,15,360,1250
Female,146,110,19,5,2270,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,20,5,2264,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,21,5,2258,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,22,5,2253,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,23,5,2247,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,24,5,2241,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,25,5,2236,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,26,5,2230,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,27,5,2224,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,28,5,2219,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,29,5,2213,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,30,5,2207,130,25,88,2333,75,200,15,90,1000,18,310,700
Female,146,110,31,5,2202,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,32,5,2196,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,33,5,2191,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,34,5,2185,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,35,5,2179,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,36,5,2174,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,37,5,2168,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,38,5,2162,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,39,5,2157,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,40,5,2151,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,41,5,2145,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,42,5,2140,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,43,5,2134,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,44,5,2129,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,45,5,2123,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,46,5,2117,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,47,5,2112,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,48,5,2106,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,49,5,2100,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,50,5,2095,130,25,88,2333,75,200,15,90,1000,18,320,700
Female,146,110,51,5,2089,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,52,5,2083,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,53,5,2078,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,54,5,2072,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,55,5,2066,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,56,5,2061,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,57,5,2055,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,58,5,2050,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,59,5,2044,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,60,5,2038,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,61,5,2033,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,62,5,2027,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,63,5,2021,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,64,5,2016,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,65,5,2010,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,66,5,2004,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,67,5,1999,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,68,5,1993,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,69,5,1988,130,21,88,2333,75,400,15,90,1200,8,320,700
Female,146,110,70,5,1982,130,21,88,2333,75,600,15,90,1200,8,320,700
Male,178,85,12,3,2445,130,26,68,2000,45,200,11,60,1300,8,240,1250
Male,178,85,13,3,2437,130,26,68,2000,45,200,11,60,1300,8,240,1250
Male,178,85,14,3,2429,130,38,68,3000,75,200,15,75,1300,11,410,1250
